Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
-0.5574,Tue Mar 27 23:20:08 +0000 2018,0.175,0.825,0.0,43,@nytimes
0.0,Tue Mar 27 23:20:08 +0000 2018,0.0,1.0,0.0,42,@nytimes
-0.34,Tue Mar 27 23:20:09 +0000 2018,0.103,0.897,0.0,41,@nytimes
-0.34,Tue Mar 27 23:20:11 +0000 2018,0.103,0.897,0.0,40,@nytimes
0.7506,Tue Mar 27 23:20:13 +0000 2018,0.0,0.782,0.218,39,@nytimes
0.0,Tue Mar 27 23:20:13 +0000 2018,0.0,1.0,0.0,38,@nytimes
-0.4019,Tue Mar 27 23:20:13 +0000 2018,0.13,0.87,0.0,37,@nytimes
0.0,Tue Mar 27 23:20:15 +0000 2018,0.0,1.0,0.0,36,@nytimes
-0.4019,Tue Mar 27 23:20:15 +0000 2018,0.13,0.87,0.0,35,@nytimes
-0.7506,Tue Mar 27 23:20:15 +0000 2018,0.381,0.619,0.0,34,@nytimes
0.7506,Tue Mar 27 23:20:16 +0000 2018,0.0,0.782,0.218,33,@nytimes
-0.34,Tue Mar 27 23:20:16 +0000 2018,0.103,0.897,0.0,32,@nytimes
-0.4019,Tue Mar 27 23:20:18 +0000 2018,0.13,0.87,0.0,31,@nytimes
0.4215,Tue Mar 27 23:20:19 +0000 2018,0.0,0.843,0.157,30,@nytimes
0.0,Tue Mar 27 23:20:21 +0000 2018,0.0,1.0,0.0,29,@nytimes
0.0,Tue Mar 27 23:20:23 +0000 2018,0.0,1.0,0.0,28,@nytimes
0.0,Tue Mar 27 23:20:25 +0000 2018,0.0,1.0,0.0,27,@nytimes
0.0,Tue Mar 27 23:20:25 +0000 2018,0.0,1.0,0.0,26,@nytimes
-0.34,Tue Mar 27 23:20:26 +0000 2018,0.103,0.897,0.0,25,@nytimes
-0.8646,Tue Mar 27 23:20:27 +0000 2018,0.348,0.586,0.066,24,@nytimes
0.0,Tue Mar 27 23:20:28 +0000 2018,0.0,1.0,0.0,23,@nytimes
0.5242,Tue Mar 27 23:20:31 +0000 2018,0.0,0.747,0.253,22,@nytimes
0.7003,Tue Mar 27 23:20:31 +0000 2018,0.0,0.791,0.209,21,@nytimes
0.7506,Tue Mar 27 23:20:33 +0000 2018,0.0,0.782,0.218,20,@nytimes
-0.34,Tue Mar 27 23:20:34 +0000 2018,0.103,0.897,0.0,19,@nytimes
-0.1548,Tue Mar 27 23:20:36 +0000 2018,0.208,0.618,0.174,18,@nytimes
0.0,Tue Mar 27 23:20:36 +0000 2018,0.0,1.0,0.0,17,@nytimes
-0.34,Tue Mar 27 23:20:37 +0000 2018,0.103,0.897,0.0,16,@nytimes
-0.2023,Tue Mar 27 23:20:39 +0000 2018,0.139,0.754,0.107,15,@nytimes
-0.1154,Tue Mar 27 23:20:41 +0000 2018,0.065,0.935,0.0,14,@nytimes
-0.4817,Tue Mar 27 23:20:42 +0000 2018,0.171,0.829,0.0,13,@nytimes
0.0772,Tue Mar 27 23:20:43 +0000 2018,0.0,0.944,0.056,12,@nytimes
-0.34,Tue Mar 27 23:20:43 +0000 2018,0.103,0.897,0.0,11,@nytimes
-0.34,Tue Mar 27 23:20:44 +0000 2018,0.103,0.897,0.0,10,@nytimes
-0.34,Tue Mar 27 23:20:44 +0000 2018,0.103,0.897,0.0,9,@nytimes
-0.4466,Tue Mar 27 23:20:45 +0000 2018,0.147,0.853,0.0,8,@nytimes
-0.34,Tue Mar 27 23:20:46 +0000 2018,0.103,0.897,0.0,7,@nytimes
-0.34,Tue Mar 27 23:20:48 +0000 2018,0.103,0.897,0.0,6,@nytimes
-0.4019,Tue Mar 27 23:20:53 +0000 2018,0.13,0.87,0.0,5,@nytimes
0.7003,Tue Mar 27 23:20:56 +0000 2018,0.0,0.791,0.209,4,@nytimes
0.0,Tue Mar 27 23:20:57 +0000 2018,0.0,1.0,0.0,3,@nytimes
-0.3384,Tue Mar 27 23:20:57 +0000 2018,0.285,0.715,0.0,2,@nytimes
0.0,Tue Mar 27 23:20:59 +0000 2018,0.0,1.0,0.0,1,@nytimes
